s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 3.1855872E+000, 9.9564528E+001,-3.4341854E+001, 1.5280908E+000,-8.3500249E-001,-1.4321578E+000, 2.6077349E+001, 0.0000000E+000, 0.0000000E+000, 9.0909665E+001, 9.0560954E+001, 5.2458521E-003, 5.2458521E-003, 4.9697303E+001
 3.2508140E+000, 1.0104674E+002,-3.4808134E+001, 1.5296145E+000,-8.4069278E-001,-1.4336784E+000, 2.6599784E+001, 0.0000000E+000, 0.0000000E+000, 9.3055090E+001, 9.2093632E+001, 5.2480470E-003, 5.2480470E-003, 5.1303919E+001
 3.3160410E+000, 1.0189847E+002,-3.5118079E+001, 1.5309285E+000,-8.4129694E-001,-1.4350282E+000, 2.6935047E+001, 0.0000000E+000, 0.0000000E+000, 9.4512035E+001, 9.2970046E+001, 5.2499742E-003, 5.2499742E-003, 5.2936757E+001
 3.3812680E+000, 1.0214108E+002,-3.5086456E+001, 1.5318252E+000,-8.4354190E-001,-1.4361430E+000, 2.7111223E+001, 0.0000000E+000, 0.0000000E+000, 9.5292735E+001, 9.3417988E+001, 5.2516663E-003, 5.2516663E-003, 5.4583872E+001
 3.4464948E+000, 1.0195262E+002,-3.5099806E+001, 1.5318912E+000,-8.5483814E-001,-1.4370165E+000, 2.7137087E+001, 0.0000000E+000, 0.0000000E+000, 9.5704831E+001, 9.3229938E+001, 5.2531518E-003, 5.2531518E-003, 5.6238369E+001
 3.5117218E+000, 1.0150165E+002,-3.4850254E+001, 1.5308472E+000,-8.8577963E-001,-1.4376684E+000, 2.7060052E+001, 0.0000000E+000, 0.0000000E+000, 9.5402853E+001, 9.2918845E+001, 5.2544561E-003, 5.2544561E-003, 5.7888496E+001
 3.6421757E+000, 1.0050602E+002,-3.4441292E+001, 1.5280994E+000,-9.8491679E-001,-1.4382248E+000, 2.6848171E+001, 0.0000000E+000, 0.0000000E+000, 9.4848585E+001, 9.2017862E+001, 5.2561036E-003, 5.2561036E-003, 6.1171377E+001
 3.7434442E+000, 9.6831077E+001,-3.3213214E+001, 1.5298032E+000,-1.1420118E+000,-1.4381695E+000, 2.5904507E+001, 0.0000000E+000, 0.0000000E+000, 9.1907189E+001, 8.8471992E+001, 5.2576150E-003, 5.2576150E-003, 6.3640929E+001
 3.8717635E+000, 9.5633465E+001,-3.2862690E+001, 1.5326576E+000,-1.3153830E+000,-1.4377773E+000, 2.5336691E+001, 0.0000000E+000, 0.0000000E+000, 8.9354060E+001, 8.6886963E+001, 5.2588437E-003, 5.2588437E-003, 6.6684004E+001
 4.0000830E+000, 9.5946085E+001,-3.3115768E+001, 1.5325676E+000,-1.5340502E+000,-1.4372558E+000, 2.5214752E+001, 0.0000000E+000, 0.0000000E+000, 8.8808624E+001, 8.6606330E+001, 5.2599709E-003, 5.2599709E-003, 6.9707236E+001
 4.0856290E+000, 9.6206220E+001,-3.3254827E+001, 1.5317588E+000,-1.7328841E+000,-1.4368952E+000, 2.5157649E+001, 0.0000000E+000, 0.0000000E+000, 8.8594662E+001, 8.6471023E+001, 5.2607175E-003, 5.2607175E-003, 7.1716747E+001
 4.2314854E+000, 9.7626910E+001,-3.3794256E+001, 1.5308129E+000,-1.9734585E+000,-1.4367875E+000, 2.5335749E+001, 0.0000000E+000, 0.0000000E+000, 8.8964252E+001, 8.7288970E+001, 5.2613681E-003, 5.2613681E-003, 7.5157363E+001
 4.3453474E+000, 9.9320611E+001,-3.4384407E+001, 1.5293708E+000,-2.2886181E+000,-1.4370828E+000, 2.5672975E+001, 0.0000000E+000, 0.0000000E+000, 9.0309394E+001, 8.8412849E+001, 5.2619487E-003, 5.2619487E-003, 7.7882098E+001
 4.4705954E+000, 1.0041214E+002,-3.4751286E+001, 1.5280766E+000,-2.6228068E+000,-1.4376544E+000, 2.5832901E+001, 0.0000000E+000, 0.0000000E+000, 9.0887404E+001, 8.8961374E+001, 5.2623556E-003, 5.2623556E-003, 8.0898101E+001
 4.5958438E+000, 1.0044846E+002,-3.4784500E+001, 1.5277340E+000,-2.9590422E+000,-1.4382980E+000, 2.5785126E+001, 0.0000000E+000, 0.0000000E+000, 9.0910086E+001, 8.8579478E+001, 5.2626812E-003, 5.2626812E-003, 8.3916103E+001
 4.7140203E+000, 9.9863101E+001,-3.4560615E+001, 1.5293084E+000,-3.2177974E+000,-1.4388153E+000, 2.5630409E+001, 0.0000000E+000, 0.0000000E+000, 9.0578862E+001, 8.7805591E+001, 5.2629258E-003, 5.2629258E-003, 8.6754585E+001
 4.8251247E+000, 9.9441879E+001,-3.4418424E+001, 1.5322677E+000,-3.3739074E+000,-1.4391033E+000, 2.5361669E+001, 0.0000000E+000, 0.0000000E+000, 8.9202376E+001, 8.7104382E+001, 5.2631074E-003, 5.2631074E-003, 8.9383744E+001
 4.9362297E+000, 9.9465868E+001,-3.4437038E+001, 1.5338609E+000,-3.4656858E+000,-1.4392907E+000, 2.5361839E+001, 0.0000000E+000, 0.0000000E+000, 8.9280003E+001, 8.7019553E+001, 5.2632504E-003, 5.2632504E-003, 9.2015665E+001
 5.0473342E+000, 9.9276982E+001,-3.4352735E+001, 1.5342514E+000,-3.5215895E+000,-1.4393648E+000, 2.5305223E+001, 0.0000000E+000, 0.0000000E+000, 8.9114936E+001, 8.6802767E+001, 5.2633649E-003, 5.2633649E-003, 9.4642347E+001
 5.1639943E+000, 9.9510021E+001,-3.4440947E+001, 1.5338993E+000,-3.5702423E+000,-1.4393780E+000, 2.5280121E+001, 0.0000000E+000, 0.0000000E+000, 8.8787492E+001, 8.6873474E+001, 5.2634596E-003, 5.2634596E-003, 9.7390716E+001
 5.2862091E+000, 9.9381553E+001,-3.4392856E+001, 1.5334481E+000,-3.6318398E+000,-1.4393785E+000, 2.5313763E+001, 0.0000000E+000, 0.0000000E+000, 8.9265564E+001, 8.6764690E+001, 5.2635381E-003, 5.2635381E-003, 1.0028456E+002
 5.4084244E+000, 9.8999665E+001,-3.4250053E+001, 1.5333587E+000,-3.7032721E+000,-1.4393419E+000, 2.5159607E+001, 0.0000000E+000, 0.0000000E+000, 8.8623957E+001, 8.6299963E+001, 5.2636004E-003, 5.2636004E-003, 1.0315801E+002
 5.5306396E+000, 9.8851887E+001,-3.4186569E+001, 1.5336010E+000,-3.7866494E+000,-1.4393282E+000, 2.5077784E+001, 0.0000000E+000, 0.0000000E+000, 8.8335401E+001, 8.6050725E+001, 5.2636491E-003, 5.2636491E-003, 1.0602132E+002
 5.6528549E+000, 9.8821789E+001,-3.4138615E+001, 1.5340497E+000,-3.8839144E+000,-1.4393446E+000, 2.5028666E+001, 0.0000000E+000, 0.0000000E+000, 8.8100173E+001, 8.5922631E+001, 5.2636873E-003, 5.2636873E-003, 1.0887736E+002
 5.7750702E+000, 9.8883915E+001,-3.4167508E+001, 1.5346311E+000,-3.9938301E+000,-1.4394071E+000, 2.5003624E+001, 0.0000000E+000, 0.0000000E+000, 8.8054798E+001, 8.5821425E+001, 5.2637172E-003, 5.2637172E-003, 1.1173121E+002
 5.8972850E+000, 9.8929925E+001,-3.4234252E+001, 1.5351128E+000,-4.1132315E+000,-1.4394768E+000, 2.4947707E+001, 0.0000000E+000, 0.0000000E+000, 8.7854706E+001, 8.5625785E+001, 5.2637407E-003, 5.2637407E-003, 1.1457911E+002
 6.0195003E+000, 9.9013740E+001,-3.4261270E+001, 1.5353874E+000,-4.2280731E+000,-1.4395677E+000, 2.4916396E+001, 0.0000000E+000, 0.0000000E+000, 8.7720191E+001, 8.5536612E+001, 5.2637590E-003, 5.2637590E-003, 1.1742245E+002
 6.1417155E+000, 9.9079994E+001,-3.4313578E+001, 1.5356103E+000,-4.3360628E+000,-1.4396623E+000, 2.4881568E+001, 0.0000000E+000, 0.0000000E+000, 8.7660089E+001, 8.5407868E+001, 5.2637734E-003, 5.2637734E-003, 1.2026236E+002
 6.2639308E+000, 9.9102816E+001,-3.4318158E+001, 1.5358029E+000,-4.4402059E+000,-1.4397420E+000, 2.4848863E+001, 0.0000000E+000, 0.0000000E+000, 8.7508227E+001, 8.5289376E+001, 5.2637846E-003, 5.2637846E-003, 1.2309844E+002
 6.3861461E+000, 9.9075052E+001,-3.4300380E+001, 1.5360413E+000,-4.5391314E+000,-1.4397993E+000, 2.4809332E+001, 0.0000000E+000, 0.0000000E+000, 8.7366815E+001, 8.5141115E+001, 5.2637934E-003, 5.2637934E-003, 1.2593019E+002
 6.5083609E+000, 9.8991389E+001,-3.4241173E+001, 1.5362001E+000,-4.6372725E+000,-1.4398223E+000, 2.4765255E+001, 0.0000000E+000, 0.0000000E+000, 8.7218510E+001, 8.4974577E+001, 5.2638003E-003, 5.2638003E-003, 1.2875715E+002
 6.6305761E+000, 9.8837019E+001,-3.4190479E+001, 1.5362959E+000,-4.7409812E+000,-1.4397960E+000, 2.4691554E+001, 0.0000000E+000, 0.0000000E+000, 8.6998309E+001, 8.4693613E+001, 5.2638057E-003, 5.2638057E-003, 1.3157684E+002
 6.7527914E+000, 9.8684530E+001,-3.4079349E+001, 1.5361456E+000,-4.8474615E+000,-1.4397343E+000, 2.4621660E+001, 0.0000000E+000, 0.0000000E+000, 8.6683203E+001, 8.4475790E+001, 5.2638100E-003, 5.2638100E-003, 1.3438699E+002
 6.8750067E+000, 9.8615514E+001,-3.4035081E+001, 1.5359365E+000,-4.9499830E+000,-1.4396823E+000, 2.4577803E+001, 0.0000000E+000, 0.0000000E+000, 8.6576122E+001, 8.4304507E+001, 5.2638133E-003, 5.2638133E-003, 1.3719300E+002
 6.9972215E+000, 9.8568767E+001,-3.4044851E+001, 1.5356948E+000,-5.0524192E+000,-1.4396255E+000, 2.4510791E+001, 0.0000000E+000, 0.0000000E+000, 8.6312543E+001, 8.4078357E+001, 5.2638159E-003, 5.2638159E-003, 1.3999145E+002
 7.1194367E+000, 9.8597303E+001,-3.4119845E+001, 1.5354675E+000,-5.1572568E+000,-1.4395913E+000, 2.4441081E+001, 0.0000000E+000, 0.0000000E+000, 8.6095018E+001, 8.3857158E+001, 5.2638179E-003, 5.2638179E-003, 1.4278147E+002
 7.2416520E+000, 9.8732636E+001,-3.4186432E+001, 1.5352638E+000,-5.2620956E+000,-1.4396109E+000, 2.4415499E+001, 0.0000000E+000, 0.0000000E+000, 8.5970201E+001, 8.3795260E+001, 5.2638195E-003, 5.2638195E-003, 1.4556742E+002
 7.3638673E+000, 9.8909651E+001,-3.4265065E+001, 1.5351368E+000,-5.3688603E+000,-1.4396813E+000, 2.4409055E+001, 0.0000000E+000, 0.0000000E+000, 8.5946587E+001, 8.3780236E+001, 5.2638207E-003, 5.2638207E-003, 1.4835232E+002
 7.4860826E+000, 9.9046776E+001,-3.4304766E+001, 1.5350780E+000,-5.4755192E+000,-1.4397740E+000, 2.4409597E+001, 0.0000000E+000, 0.0000000E+000, 8.5914514E+001, 8.3771391E+001, 5.2638217E-003, 5.2638217E-003, 1.5113737E+002
 7.6082973E+000, 9.9104695E+001,-3.4295354E+001, 1.5350369E+000,-5.5788518E+000,-1.4398588E+000, 2.4403174E+001, 0.0000000E+000, 0.0000000E+000, 8.5942625E+001, 8.3728841E+001, 5.2638225E-003, 5.2638225E-003, 1.5392183E+002
 7.7305126E+000, 9.9053717E+001,-3.4274590E+001, 1.5350755E+000,-5.6762368E+000,-1.4399048E+000, 2.4367955E+001, 0.0000000E+000, 0.0000000E+000, 8.5838790E+001, 8.3566016E+001, 5.2638231E-003, 5.2638231E-003, 1.5670379E+002
 7.8527279E+000, 9.8892119E+001,-3.4213137E+001, 1.5350250E+000,-5.7687229E+000,-1.4398816E+000, 2.4295279E+001, 0.0000000E+000, 0.0000000E+000, 8.5557096E+001, 8.3300681E+001, 5.2638236E-003, 5.2638236E-003, 1.5947791E+002
 7.9749432E+000, 9.8714551E+001,-3.4113636E+001, 1.5348815E+000,-5.8547230E+000,-1.4398125E+000, 2.4225584E+001, 0.0000000E+000, 0.0000000E+000, 8.5303272E+001, 8.3066845E+001, 5.2638239E-003, 5.2638239E-003, 1.6224341E+002
 8.0971584E+000, 9.8574877E+001,-3.4045369E+001, 1.5347988E+000,-5.9340458E+000,-1.4397251E+000, 2.4168472E+001, 0.0000000E+000, 0.0000000E+000, 8.5129308E+001, 8.2859008E+001, 5.2638242E-003, 5.2638242E-003, 1.6500280E+002
 8.2193737E+000, 9.8463040E+001,-3.4020089E+001, 1.5347716E+000,-6.0134926E+000,-1.4396224E+000, 2.4098283E+001, 0.0000000E+000, 0.0000000E+000, 8.4871840E+001, 8.2622890E+001, 5.2638244E-003, 5.2638244E-003, 1.6775406E+002
 8.2804813E+000, 9.8435300E+001,-3.4010141E+001, 1.5347873E+000,-6.0763324E+000,-1.4395559E+000, 2.4058249E+001, 0.0000000E+000, 0.0000000E+000, 8.4747104E+001, 8.2502307E+001, 5.2638246E-003, 5.2638246E-003, 1.6912707E+002
 8.4026957E+000, 9.8459399E+001,-3.4066104E+001, 1.5348636E+000,-6.1434175E+000,-1.4395091E+000, 2.4018565E+001, 0.0000000E+000, 0.0000000E+000, 8.4587805E+001, 8.2363796E+001, 5.2638247E-003, 5.2638247E-003, 1.7186888E+002
 8.5249109E+000, 9.8544007E+001,-3.4124967E+001, 1.5349896E+000,-6.2385122E+000,-1.4394769E+000, 2.3981528E+001, 0.0000000E+000, 0.0000000E+000, 8.4445380E+001, 8.2257569E+001, 5.2638248E-003, 5.2638248E-003, 1.7460563E+002
 8.6471262E+000, 9.8682736E+001,-3.4174469E+001, 1.5351241E+000,-6.3359174E+000,-1.4394869E+000, 2.3973089E+001, 0.0000000E+000, 0.0000000E+000, 8.4418362E+001, 8.2241075E+001, 5.2638249E-003, 5.2638249E-003, 1.7734071E+002
 8.7693415E+000, 9.8830438E+001,-3.4221911E+001, 1.5352602E+000,-6.4299439E+000,-1.4395317E+000, 2.3976912E+001, 0.0000000E+000, 0.0000000E+000, 8.4398886E+001, 8.2251224E+001, 5.2638250E-003, 5.2638250E-003, 1.8007615E+002
 8.8915567E+000, 9.8934983E+001,-3.4246958E+001, 1.5353752E+000,-6.5178020E+000,-1.4395878E+000, 2.3978184E+001, 0.0000000E+000, 0.0000000E+000, 8.4411587E+001, 8.2244194E+001, 5.2638250E-003, 5.2638250E-003, 1.8281188E+002
 9.0137720E+000, 9.8988269E+001,-3.4242286E+001, 1.5354168E+000,-6.5996729E+000,-1.4396409E+000, 2.3975577E+001, 0.0000000E+000, 0.0000000E+000, 8.4401686E+001, 8.2217663E+001, 5.2638251E-003, 5.2638251E-003, 1.8554770E+002
 9.1359873E+000, 9.8947605E+001,-3.4229384E+001, 1.5353759E+000,-6.6778542E+000,-1.4396593E+000, 2.3942502E+001, 0.0000000E+000, 0.0000000E+000, 8.4326675E+001, 8.2078586E+001, 5.2638251E-003, 5.2638251E-003, 1.8828069E+002
 9.2582026E+000, 9.8865325E+001,-3.4201021E+001, 1.5351985E+000,-6.7558682E+000,-1.4396460E+000, 2.3891255E+001, 0.0000000E+000, 0.0000000E+000, 8.4150701E+001, 8.1895244E+001, 5.2638252E-003, 5.2638252E-003, 1.9100800E+002
 9.3804178E+000, 9.8782288E+001,-3.4171872E+001, 1.5349130E+000,-6.8349172E+000,-1.4396155E+000, 2.3837696E+001, 0.0000000E+000, 0.0000000E+000, 8.3963277E+001, 8.1708493E+001, 5.2638252E-003, 5.2638252E-003, 1.9372919E+002
 9.5026331E+000, 9.8722359E+001,-3.4133699E+001, 1.5345687E+000,-6.9159206E+000,-1.4395824E+000, 2.3793686E+001, 0.0000000E+000, 0.0000000E+000, 8.3789500E+001, 8.1561412E+001, 5.2638252E-003, 5.2638252E-003, 1.9644494E+002
 9.6248474E+000, 9.8690000E+001,-3.4126887E+001, 1.5342690E+000,-6.9984647E+000,-1.4395549E+000, 2.3751618E+001, 0.0000000E+000, 0.0000000E+000, 8.3614995E+001, 8.1410980E+001, 5.2638252E-003, 5.2638252E-003, 1.9915608E+002
 9.7470627E+000, 9.8691723E+001,-3.4134720E+001, 1.5340210E+000,-7.0841003E+000,-1.4395386E+000, 2.3711325E+001, 0.0000000E+000, 0.0000000E+000, 8.3521433E+001, 8.1278710E+001, 5.2638252E-003, 5.2638252E-003, 2.0186233E+002
 9.8692780E+000, 9.8700823E+001,-3.4166473E+001, 1.5338611E+000,-7.1719109E+000,-1.4395250E+000, 2.3668520E+001, 0.0000000E+000, 0.0000000E+000, 8.3366410E+001, 8.1125296E+001, 5.2638252E-003, 5.2638252E-003, 2.0456403E+002
 9.9914932E+000, 9.8736054E+001,-3.4184212E+001, 1.5337888E+000,-7.2602653E+000,-1.4395192E+000, 2.3635108E+001, 0.0000000E+000, 0.0000000E+000, 8.3232073E+001, 8.1020953E+001, 5.2638252E-003, 5.2638252E-003, 2.0726138E+002
 1.0113708E+001, 9.8760042E+001,-3.4206514E+001, 1.5338267E+000,-7.3478802E+000,-1.4395091E+000, 2.3601680E+001, 0.0000000E+000, 0.0000000E+000, 8.3120938E+001, 8.0901646E+001, 5.2638252E-003, 5.2638252E-003, 2.0995510E+002
 1.0235924E+001, 9.8810160E+001,-3.4219476E+001, 1.5339539E+000,-7.4325241E+000,-1.4395099E+000, 2.3580154E+001, 0.0000000E+000, 0.0000000E+000, 8.3024384E+001, 8.0832758E+001, 5.2638252E-003, 5.2638252E-003, 2.1264587E+002
 1.0358139E+001, 9.8847855E+001,-3.4210477E+001, 1.5341853E+000,-7.5128866E+000,-1.4395142E+000, 2.3568853E+001, 0.0000000E+000, 0.0000000E+000, 8.2950081E+001, 8.0788015E+001, 5.2638252E-003, 5.2638252E-003, 2.1533520E+002
 1.0480354E+001, 9.8842905E+001,-3.4213135E+001, 1.5345923E+000,-7.5907662E+000,-1.4395081E+000, 2.3541996E+001, 0.0000000E+000, 0.0000000E+000, 8.2910640E+001, 8.0676084E+001, 5.2638252E-003, 5.2638252E-003, 2.1802224E+002
 1.0602570E+001, 9.8802906E+001,-3.4201791E+001, 1.5350428E+000,-7.6683405E+000,-1.4394842E+000, 2.3500444E+001, 0.0000000E+000, 0.0000000E+000, 8.2739010E+001, 8.0528777E+001, 5.2638252E-003, 5.2638252E-003, 2.2070468E+002
 1.0724784E+001, 9.8763406E+001,-3.4190698E+001, 1.5355415E+000,-7.7451935E+000,-1.4394558E+000, 2.3457353E+001, 0.0000000E+000, 0.0000000E+000, 8.2620393E+001, 8.0380953E+001, 5.2638252E-003, 5.2638252E-003, 2.2338216E+002
 1.0846999E+001, 9.8736066E+001,-3.4182938E+001, 1.5360907E+000,-7.8214051E+000,-1.4394321E+000, 2.3417749E+001, 0.0000000E+000, 0.0000000E+000, 8.2485549E+001, 8.0246129E+001, 5.2638252E-003, 5.2638252E-003, 2.2605502E+002
 1.0969214E+001, 9.8725898E+001,-3.4181145E+001, 1.5366733E+000,-7.8977417E+000,-1.4394193E+000, 2.3382089E+001, 0.0000000E+000, 0.0000000E+000, 8.2351689E+001, 8.0126354E+001, 5.2638252E-003, 5.2638252E-003, 2.2872367E+002
 1.1091430E+001, 9.8733390E+001,-3.4187887E+001, 1.5372572E+000,-7.9741409E+000,-1.4394194E+000, 2.3351256E+001, 0.0000000E+000, 0.0000000E+000, 8.2236254E+001, 8.0020457E+001, 5.2638253E-003, 5.2638253E-003, 2.3138874E+002
 1.1213645E+001, 9.8761294E+001,-3.4203830E+001, 1.5378006E+000,-8.0499059E+000,-1.4394329E+000, 2.3323702E+001, 0.0000000E+000, 0.0000000E+000, 8.2156857E+001, 7.9929628E+001, 5.2638253E-003, 5.2638253E-003, 2.3405037E+002
 1.1335860E+001, 9.8791252E+001,-3.4217120E+001, 1.5382546E+000,-8.1240627E+000,-1.4394525E+000, 2.3302377E+001, 0.0000000E+000, 0.0000000E+000, 8.2057055E+001, 7.9851249E+001, 5.2638253E-003, 5.2638253E-003, 2.3670966E+002
 1.1458076E+001, 9.8815063E+001,-3.4229750E+001, 1.5385877E+000,-8.1963210E+000,-1.4394683E+000, 2.3278900E+001, 0.0000000E+000, 0.0000000E+000, 8.1947274E+001, 7.9767012E+001, 5.2638253E-003, 5.2638253E-003, 2.3936635E+002
 1.1580291E+001, 9.8830756E+001,-3.4244843E+001, 1.5387576E+000,-8.2675317E+000,-1.4394752E+000, 2.3250912E+001, 0.0000000E+000, 0.0000000E+000, 8.1895871E+001, 7.9668575E+001, 5.2638253E-003, 5.2638253E-003, 2.4201990E+002
 1.1641398E+001, 9.8841895E+001,-3.4238163E+001, 1.5387416E+000,-8.3204891E+000,-1.4394768E+000, 2.3233594E+001, 0.0000000E+000, 0.0000000E+000, 8.1831710E+001, 7.9616102E+001, 5.2638253E-003, 5.2638253E-003, 2.4334543E+002
 1.1763614E+001, 9.8862557E+001,-3.4246285E+001, 1.5386645E+000,-8.3718791E+000,-1.4394821E+000, 2.3221371E+001, 0.0000000E+000, 0.0000000E+000, 8.1761088E+001, 7.9564947E+001, 5.2638253E-003, 5.2638253E-003, 2.4599540E+002
 1.1885828E+001, 9.8866044E+001,-3.4235733E+001, 1.5384060E+000,-8.4392031E+000,-1.4394814E+000, 2.3201279E+001, 0.0000000E+000, 0.0000000E+000, 8.1687452E+001, 7.9491311E+001, 5.2638253E-003, 5.2638253E-003, 2.4864307E+002
 1.2008043E+001, 9.8849714E+001,-3.4233239E+001, 1.5380336E+000,-8.5053096E+000,-1.4394737E+000, 2.3172719E+001, 0.0000000E+000, 0.0000000E+000, 8.1618993E+001, 7.9382444E+001, 5.2638253E-003, 5.2638253E-003, 2.5128786E+002
 1.2130259E+001, 9.8822469E+001,-3.4227809E+001, 1.5375343E+000,-8.5713805E+000,-1.4394607E+000, 2.3137235E+001, 0.0000000E+000, 0.0000000E+000, 8.1491176E+001, 7.9258589E+001, 5.2638253E-003, 5.2638253E-003, 2.5392863E+002
 1.2252474E+001, 9.8798787E+001,-3.4222209E+001, 1.5369665E+000,-8.6373138E+000,-1.4394508E+000, 2.3102995E+001, 0.0000000E+000, 0.0000000E+000, 8.1368955E+001, 7.9139775E+001, 5.2638253E-003, 5.2638253E-003, 2.5656547E+002
 1.2374689E+001, 9.8787042E+001,-3.4220399E+001, 1.5363842E+000,-8.7030934E+000,-1.4394497E+000, 2.3070763E+001, 0.0000000E+000, 0.0000000E+000, 8.1239744E+001, 7.9031247E+001, 5.2638253E-003, 5.2638253E-003, 2.5919848E+002
 1.2496904E+001, 9.8790508E+001,-3.4222150E+001, 1.5358345E+000,-8.7688532E+000,-1.4394612E+000, 2.3043686E+001, 0.0000000E+000, 0.0000000E+000, 8.1154992E+001, 7.8939565E+001, 5.2638253E-003, 5.2638253E-003, 2.6182827E+002
 1.2619120E+001, 9.8798086E+001,-3.4233856E+001, 1.5353525E+000,-8.8345763E+000,-1.4394802E+000, 2.3016898E+001, 0.0000000E+000, 0.0000000E+000, 8.1061038E+001, 7.8842424E+001, 5.2638253E-003, 5.2638253E-003, 2.6445513E+002
 1.2741335E+001, 9.8806438E+001,-3.4240291E+001, 1.5349630E+000,-8.8994740E+000,-1.4394996E+000, 2.2991211E+001, 0.0000000E+000, 0.0000000E+000, 8.0955268E+001, 7.8753348E+001, 5.2638253E-003, 5.2638253E-003, 2.6707897E+002
 1.2863550E+001, 9.8813295E+001,-3.4245548E+001, 1.5346853E+000,-8.9631714E+000,-1.4395144E+000, 2.2966098E+001, 0.0000000E+000, 0.0000000E+000, 8.0877968E+001, 7.8665844E+001, 5.2638253E-003, 5.2638253E-003, 2.6969987E+002
 1.2985765E+001, 9.8814493E+001,-3.4259986E+001, 1.5345573E+000,-9.0257388E+000,-1.4395182E+000, 2.2937698E+001, 0.0000000E+000, 0.0000000E+000, 8.0810520E+001, 7.8561505E+001, 5.2638253E-003, 5.2638253E-003, 2.7231788E+002
 1.3107980E+001, 9.8812305E+001,-3.4262330E+001, 1.5345083E+000,-9.0878328E+000,-1.4395100E+000, 2.2907795E+001, 0.0000000E+000, 0.0000000E+000, 8.0661107E+001, 7.8464934E+001, 5.2638253E-003, 5.2638253E-003, 2.7493209E+002
