s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 9.0149887E+001, 9.8412563E+001,-3.6165093E+001, 1.5347501E+000,-2.6333043E+001,-1.4386367E+000, 1.5118459E+001, 0.0000000E+000, 0.0000000E+000, 5.3377553E+001, 5.1129000E+001, 5.2638253E-003, 5.2638253E-003, 1.5985551E+003
 9.0240753E+001, 9.8462291E+001,-3.6180892E+001, 1.5346397E+000,-2.6337492E+001,-1.4385845E+000, 1.5123055E+001, 0.0000000E+000, 0.0000000E+000, 5.3341131E+001, 5.1163017E+001, 5.2638253E-003, 5.2638253E-003, 1.5998375E+003
 9.0377045E+001, 9.8495723E+001,-3.6200096E+001, 1.5345643E+000,-2.6340933E+001,-1.4385333E+000, 1.5130078E+001, 0.0000000E+000, 0.0000000E+000, 5.3410201E+001, 5.1180803E+001, 5.2638253E-003, 5.2638253E-003, 1.6017627E+003
 9.0513336E+001, 9.8480197E+001,-3.6195253E+001, 1.5344456E+000,-2.6345328E+001,-1.4384566E+000, 1.5121151E+001, 0.0000000E+000, 0.0000000E+000, 5.3384718E+001, 5.1156756E+001, 5.2638253E-003, 5.2638253E-003, 1.6036867E+003
 9.0604195E+001, 9.8454797E+001,-3.6184842E+001, 1.5343375E+000,-2.6348744E+001,-1.4383810E+000, 1.5112088E+001, 0.0000000E+000, 0.0000000E+000, 5.3364135E+001, 5.1129256E+001, 5.2638253E-003, 5.2638253E-003, 1.6049687E+003
 9.0740486E+001, 9.8443599E+001,-3.6176065E+001, 1.5342302E+000,-2.6351258E+001,-1.4382946E+000, 1.5107809E+001, 0.0000000E+000, 0.0000000E+000, 5.3336154E+001, 5.1120021E+001, 5.2638253E-003, 5.2638253E-003, 1.6068911E+003
 9.0876778E+001, 9.8419173E+001,-3.6161220E+001, 1.5340871E+000,-2.6353242E+001,-1.4381631E+000, 1.5103353E+001, 0.0000000E+000, 0.0000000E+000, 5.3340168E+001, 5.1103988E+001, 5.2638253E-003, 5.2638253E-003, 1.6088129E+003
 9.0967636E+001, 9.8369015E+001,-3.6157010E+001, 1.5339530E+000,-2.6353904E+001,-1.4380171E+000, 1.5087610E+001, 0.0000000E+000, 0.0000000E+000, 5.3331484E+001, 5.1041648E+001, 5.2638253E-003, 5.2638253E-003, 1.6100931E+003
 9.1103928E+001, 9.8285958E+001,-3.6142871E+001, 1.5337761E+000,-2.6354790E+001,-1.4378250E+000, 1.5057648E+001, 0.0000000E+000, 0.0000000E+000, 5.3197535E+001, 5.0941897E+001, 5.2638253E-003, 5.2638253E-003, 1.6120098E+003
 9.1240219E+001, 9.8141836E+001,-3.6100913E+001, 1.5335088E+000,-2.6356235E+001,-1.4375391E+000, 1.5016140E+001, 0.0000000E+000, 0.0000000E+000, 5.3093187E+001, 5.0796798E+001, 5.2638253E-003, 5.2638253E-003, 1.6139213E+003
 9.1331078E+001, 9.8069745E+001,-3.6095019E+001, 1.5332404E+000,-2.6358064E+001,-1.4372586E+000, 1.4979616E+001, 0.0000000E+000, 0.0000000E+000, 5.2905366E+001, 5.0692260E+001, 5.2638253E-003, 5.2638253E-003, 1.6151919E+003
 9.1467369E+001, 9.8135527E+001,-3.6130838E+001, 1.5329444E+000,-2.6362495E+001,-1.4369691E+000, 1.4985960E+001, 0.0000000E+000, 0.0000000E+000, 5.2909046E+001, 5.0724130E+001, 5.2638253E-003, 5.2638253E-003, 1.6170984E+003
 9.1603661E+001, 9.8359095E+001,-3.6196781E+001, 1.5325766E+000,-2.6372646E+001,-1.4366322E+000, 1.5032491E+001, 0.0000000E+000, 0.0000000E+000, 5.3068806E+001, 5.0918103E+001, 5.2638253E-003, 5.2638253E-003, 1.6190094E+003
 9.1694527E+001, 9.8561576E+001,-3.6276381E+001, 1.5322895E+000,-2.6385968E+001,-1.4363769E+000, 1.5083663E+001, 0.0000000E+000, 0.0000000E+000, 5.3251198E+001, 5.1078803E+001, 5.2638253E-003, 5.2638253E-003, 1.6202883E+003
 9.1830818E+001, 9.8754747E+001,-3.6347789E+001, 1.5320472E+000,-2.6403649E+001,-1.4361587E+000, 1.5124890E+001, 0.0000000E+000, 0.0000000E+000, 5.3429924E+001, 5.1224088E+001, 5.2638253E-003, 5.2638253E-003, 1.6222118E+003
 9.1921677E+001, 9.8959948E+001,-3.6437701E+001, 1.5318301E+000,-2.6425163E+001,-1.4359781E+000, 1.5162235E+001, 0.0000000E+000, 0.0000000E+000, 5.3529458E+001, 5.1355171E+001, 5.2638253E-003, 5.2638253E-003, 1.6234971E+003
 9.2057968E+001, 9.9206658E+001,-3.6526446E+001, 1.5316782E+000,-2.6449457E+001,-1.4358569E+000, 1.5216636E+001, 0.0000000E+000, 0.0000000E+000, 5.3737755E+001, 5.1543213E+001, 5.2638253E-003, 5.2638253E-003, 1.6254316E+003
 9.2194260E+001, 9.9498102E+001,-3.6618166E+001, 1.5316054E+000,-2.6477637E+001,-1.4357812E+000, 1.5292055E+001, 0.0000000E+000, 0.0000000E+000, 5.3974054E+001, 5.1790178E+001, 5.2638253E-003, 5.2638253E-003, 1.6273757E+003
 9.2285118E+001, 9.9670167E+001,-3.6671371E+001, 1.5316120E+000,-2.6498579E+001,-1.4357566E+000, 1.5335695E+001, 0.0000000E+000, 0.0000000E+000, 5.4141751E+001, 5.1931768E+001, 5.2638253E-003, 5.2638253E-003, 1.6286757E+003
 9.2421410E+001, 9.9738353E+001,-3.6719489E+001, 1.5316534E+000,-2.6515504E+001,-1.4357446E+000, 1.5350322E+001, 0.0000000E+000, 0.0000000E+000, 5.4217153E+001, 5.1949591E+001, 5.2638253E-003, 5.2638253E-003, 1.6306286E+003
 9.2557701E+001, 9.9723131E+001,-3.6676673E+001, 1.5316904E+000,-2.6528099E+001,-1.4357300E+000, 1.5369103E+001, 0.0000000E+000, 0.0000000E+000, 5.4273468E+001, 5.1983422E+001, 5.2638253E-003, 5.2638253E-003, 1.6325839E+003
 9.2648560E+001, 9.9603881E+001,-3.6661603E+001, 1.5317526E+000,-2.6531667E+001,-1.4356905E+000, 1.5344035E+001, 0.0000000E+000, 0.0000000E+000, 5.4184092E+001, 5.1850708E+001, 5.2638253E-003, 5.2638253E-003, 1.6338863E+003
 9.2784851E+001, 9.9452178E+001,-3.6602671E+001, 1.5317593E+000,-2.6530240E+001,-1.4356199E+000, 1.5309172E+001, 0.0000000E+000, 0.0000000E+000, 5.4038599E+001, 5.1724578E+001, 5.2638253E-003, 5.2638253E-003, 1.6358351E+003
 9.2884804E+001, 1.0009088E+002,-3.6837252E+001, 1.5318046E+000,-2.6526454E+001,-1.4356005E+000, 1.5427837E+001, 0.0000000E+000, 0.0000000E+000, 5.4355831E+001, 5.2251220E+001, 5.2638253E-003, 5.2638253E-003, 1.6372711E+003
 9.3034721E+001, 9.9619947E+001,-3.6688160E+001, 1.5319305E+000,-2.6520788E+001,-1.4355492E+000, 1.5361175E+001, 0.0000000E+000, 0.0000000E+000, 5.4263254E+001, 5.1868555E+001, 5.2638253E-003, 5.2638253E-003, 1.6394239E+003
 9.3134666E+001, 9.9338095E+001,-3.6606688E+001, 1.5319909E+000,-2.6510011E+001,-1.4354697E+000, 1.5278040E+001, 0.0000000E+000, 0.0000000E+000, 5.3985824E+001, 5.1595958E+001, 5.2638253E-003, 5.2638253E-003, 1.6408506E+003
 9.3284592E+001, 9.9139143E+001,-3.6518223E+001, 1.5319906E+000,-2.6494563E+001,-1.4353819E+000, 1.5234098E+001, 0.0000000E+000, 0.0000000E+000, 5.3851083E+001, 5.1457064E+001, 5.2638253E-003, 5.2638253E-003, 1.6429837E+003
 9.3384537E+001, 9.8944354E+001,-3.6447767E+001, 1.5319938E+000,-2.6475621E+001,-1.4352893E+000, 1.5190594E+001, 0.0000000E+000, 0.0000000E+000, 5.3615733E+001, 5.1308265E+001, 5.2638253E-003, 5.2638253E-003, 1.6444020E+003
 9.3484482E+001, 9.8791053E+001,-3.6404375E+001, 1.5319535E+000,-2.6459092E+001,-1.4351912E+000, 1.5147624E+001, 0.0000000E+000, 0.0000000E+000, 5.3493157E+001, 5.1171972E+001, 5.2638253E-003, 5.2638253E-003, 1.6458163E+003
 9.3634399E+001, 9.8627795E+001,-3.6359635E+001, 1.5318446E+000,-2.6437649E+001,-1.4350419E+000, 1.5099165E+001, 0.0000000E+000, 0.0000000E+000, 5.3363922E+001, 5.1026479E+001, 5.2638253E-003, 5.2638253E-003, 1.6479306E+003
 9.3734352E+001, 9.8528799E+001,-3.6336483E+001, 1.5316883E+000,-2.6416973E+001,-1.4348806E+000, 1.5069009E+001, 0.0000000E+000, 0.0000000E+000, 5.3212894E+001, 5.0941160E+001, 5.2638253E-003, 5.2638253E-003, 1.6493373E+003
 9.3884270E+001, 9.8467241E+001,-3.6334779E+001, 1.5314653E+000,-2.6398306E+001,-1.4347024E+000, 1.5042224E+001, 0.0000000E+000, 0.0000000E+000, 5.3148901E+001, 5.0873142E+001, 5.2638253E-003, 5.2638253E-003, 1.6514430E+003
 9.3984215E+001, 9.8443346E+001,-3.6334077E+001, 1.5312035E+000,-2.6381052E+001,-1.4345228E+000, 1.5031919E+001, 0.0000000E+000, 0.0000000E+000, 5.3079469E+001, 5.0856817E+001, 5.2638253E-003, 5.2638253E-003, 1.6528455E+003
 9.4084160E+001, 9.8409910E+001,-3.6327229E+001, 1.5309722E+000,-2.6367650E+001,-1.4343768E+000, 1.5026502E+001, 0.0000000E+000, 0.0000000E+000, 5.3072849E+001, 5.0838129E+001, 5.2638253E-003, 5.2638253E-003, 1.6542478E+003
 9.4234085E+001, 9.8322835E+001,-3.6279518E+001, 1.5306485E+000,-2.6349628E+001,-1.4341845E+000, 1.5016221E+001, 0.0000000E+000, 0.0000000E+000, 5.3036360E+001, 5.0806375E+001, 5.2638253E-003, 5.2638253E-003, 1.6563499E+003
 9.4334030E+001, 9.8197686E+001,-3.6236159E+001, 1.5303098E+000,-2.6331702E+001,-1.4339868E+000, 1.4988382E+001, 0.0000000E+000, 0.0000000E+000, 5.3014567E+001, 5.0714530E+001, 5.2638253E-003, 5.2638253E-003, 1.6577489E+003
 9.4483948E+001, 9.8059870E+001,-3.6199000E+001, 1.5299648E+000,-2.6316076E+001,-1.4337964E+000, 1.4949992E+001, 0.0000000E+000, 0.0000000E+000, 5.2851930E+001, 5.0590953E+001, 5.2638253E-003, 5.2638253E-003, 1.6598423E+003
 9.4583900E+001, 9.7975899E+001,-3.6155260E+001, 1.5296281E+000,-2.6303814E+001,-1.4336404E+000, 1.4927804E+001, 0.0000000E+000, 0.0000000E+000, 5.2746264E+001, 5.0540617E+001, 5.2638253E-003, 5.2638253E-003, 1.6612349E+003
 9.4683846E+001, 9.8024837E+001,-3.6162666E+001, 1.5294302E+000,-2.6297523E+001,-1.4335782E+000, 1.4943550E+001, 0.0000000E+000, 0.0000000E+000, 5.2804418E+001, 5.0604050E+001, 5.2638253E-003, 5.2638253E-003, 1.6626292E+003
 9.4833763E+001, 9.8044299E+001,-3.6182848E+001, 1.5292824E+000,-2.6296025E+001,-1.4335936E+000, 1.4950805E+001, 0.0000000E+000, 0.0000000E+000, 5.2859812E+001, 5.0611919E+001, 5.2638253E-003, 5.2638253E-003, 1.6647215E+003
 9.4933716E+001, 9.8064067E+001,-3.6207309E+001, 1.5292479E+000,-2.6300041E+001,-1.4336970E+000, 1.4954811E+001, 0.0000000E+000, 0.0000000E+000, 5.2833774E+001, 5.0607079E+001, 5.2638253E-003, 5.2638253E-003, 1.6661167E+003
 9.5083633E+001, 9.8134461E+001,-3.6230491E+001, 1.5293608E+000,-2.6310230E+001,-1.4339153E+000, 1.4969745E+001, 0.0000000E+000, 0.0000000E+000, 5.2863945E+001, 5.0658931E+001, 5.2638253E-003, 5.2638253E-003, 1.6682111E+003
 9.5183578E+001, 9.8473460E+001,-3.6346935E+001, 1.5295953E+000,-2.6324786E+001,-1.4342285E+000, 1.5027659E+001, 0.0000000E+000, 0.0000000E+000, 5.2952844E+001, 5.0924765E+001, 5.2638253E-003, 5.2638253E-003, 1.6696105E+003
 9.5283524E+001, 1.0030454E+002,-3.6970839E+001, 1.5299081E+000,-2.6341057E+001,-1.4346670E+000, 1.5389577E+001, 0.0000000E+000, 0.0000000E+000, 5.3915530E+001, 5.2477465E+001, 5.2638253E-003, 5.2638253E-003, 1.6710334E+003
 9.5433449E+001, 1.0231151E+002,-3.7660245E+001, 1.5306199E+000,-2.6369911E+001,-1.4354596E+000, 1.5960439E+001, 0.0000000E+000, 0.0000000E+000, 5.6067046E+001, 5.4336953E+001, 5.2638253E-003, 5.2638253E-003, 1.6732547E+003
 9.5533394E+001, 1.0317755E+002,-3.7949081E+001, 1.5315565E+000,-2.6396353E+001,-1.4363167E+000, 1.6263573E+001, 0.0000000E+000, 0.0000000E+000, 5.7346234E+001, 5.5190929E+001, 5.2638253E-003, 5.2638253E-003, 1.6747696E+003
 9.5683311E+001, 1.0262732E+002,-3.7760071E+001, 1.5325378E+000,-2.6413494E+001,-1.4370668E+000, 1.6200751E+001, 0.0000000E+000, 0.0000000E+000, 5.7313118E+001, 5.4749982E+001, 5.2638253E-003, 5.2638253E-003, 1.6770432E+003
 9.5783264E+001, 1.0101857E+002,-3.7195990E+001, 1.5333666E+000,-2.6422899E+001,-1.4376003E+000, 1.5851921E+001, 0.0000000E+000, 0.0000000E+000, 5.6224159E+001, 5.3347367E+001, 5.2638253E-003, 5.2638253E-003, 1.6785315E+003
 9.5883209E+001, 9.9217889E+001,-3.6580054E+001, 1.5338459E+000,-2.6422839E+001,-1.4378164E+000, 1.5392972E+001, 0.0000000E+000, 0.0000000E+000, 5.4663151E+001, 5.1703998E+001, 5.2638253E-003, 5.2638253E-003, 1.6799791E+003
 9.6033127E+001, 9.7171651E+001,-3.5877478E+001, 1.5341376E+000,-2.6415128E+001,-1.4378284E+000, 1.4846977E+001, 0.0000000E+000, 0.0000000E+000, 5.2577699E+001, 4.9822331E+001, 5.2638253E-003, 5.2638253E-003, 1.6820703E+003
 9.6133072E+001, 9.5610120E+001,-3.5352163E+001, 1.5340070E+000,-2.6404288E+001,-1.4375022E+000, 1.4410967E+001, 0.0000000E+000, 0.0000000E+000, 5.1020215E+001, 4.8361141E+001, 5.2638253E-003, 5.2638253E-003, 1.6834227E+003
 9.6282997E+001, 9.4661697E+001,-3.4997001E+001, 1.5334222E+000,-2.6393688E+001,-1.4368072E+000, 1.4106865E+001, 0.0000000E+000, 0.0000000E+000, 4.9853798E+001, 4.7474489E+001, 5.2638253E-003, 5.2638253E-003, 1.6854037E+003
 9.6382942E+001, 9.4268398E+001,-3.4844546E+001, 1.5325689E+000,-2.6391190E+001,-1.4359188E+000, 1.3966392E+001, 0.0000000E+000, 0.0000000E+000, 4.9248554E+001, 4.7095704E+001, 5.2638253E-003, 5.2638253E-003, 1.6867073E+003
 9.6482887E+001, 9.4204487E+001,-3.4871350E+001, 1.5316944E+000,-2.6398569E+001,-1.4350556E+000, 1.3914373E+001, 0.0000000E+000, 0.0000000E+000, 4.9044475E+001, 4.6945579E+001, 5.2638253E-003, 5.2638253E-003, 1.6880058E+003
 9.6632812E+001, 9.5007450E+001,-3.5139723E+001, 1.5304004E+000,-2.6413771E+001,-1.4338980E+000, 1.4043006E+001, 0.0000000E+000, 0.0000000E+000, 4.9365701E+001, 4.7593464E+001, 5.2638253E-003, 5.2638253E-003, 1.6899632E+003
 9.6732758E+001, 9.6428337E+001,-3.5655936E+001, 1.5292380E+000,-2.6438284E+001,-1.4329284E+000, 1.4381309E+001, 0.0000000E+000, 0.0000000E+000, 5.0647603E+001, 4.8811736E+001, 5.2638253E-003, 5.2638253E-003, 1.6913004E+003
 9.6882675E+001, 9.7155546E+001,-3.5950729E+001, 1.5285764E+000,-2.6463472E+001,-1.4324405E+000, 1.4577324E+001, 0.0000000E+000, 0.0000000E+000, 5.1404179E+001, 4.9414806E+001, 5.2638253E-003, 5.2638253E-003, 1.6933360E+003
 9.6982628E+001, 9.7535024E+001,-3.6102996E+001, 1.5284075E+000,-2.6479866E+001,-1.4324291E+000, 1.4700049E+001, 0.0000000E+000, 0.0000000E+000, 5.1869821E+001, 4.9748190E+001, 5.2638253E-003, 5.2638253E-003, 1.6947063E+003
 9.7082573E+001, 9.7738751E+001,-3.6141017E+001, 1.5284816E+000,-2.6486931E+001,-1.4326257E+000, 1.4767846E+001, 0.0000000E+000, 0.0000000E+000, 5.2080232E+001, 4.9974504E+001, 5.2638253E-003, 5.2638253E-003, 1.6960827E+003
 9.7232491E+001, 9.8293874E+001,-3.6270840E+001, 1.5286689E+000,-2.6491244E+001,-1.4329520E+000, 1.4908256E+001, 0.0000000E+000, 0.0000000E+000, 5.2467098E+001, 5.0535763E+001, 5.2638253E-003, 5.2638253E-003, 1.6981626E+003
 9.7332436E+001, 9.9524043E+001,-3.6666577E+001, 1.5289914E+000,-2.6496955E+001,-1.4334012E+000, 1.5215567E+001, 0.0000000E+000, 0.0000000E+000, 5.3442556E+001, 5.1671668E+001, 5.2638253E-003, 5.2638253E-003, 1.6995757E+003
 9.7482361E+001, 1.0017237E+002,-3.6913536E+001, 1.5294727E+000,-2.6507886E+001,-1.4338965E+000, 1.5425096E+001, 0.0000000E+000, 0.0000000E+000, 5.4431464E+001, 5.2271620E+001, 5.2638253E-003, 5.2638253E-003, 1.7017313E+003
 9.7577309E+001, 9.9720717E+001,-3.6765132E+001, 1.5300448E+000,-2.6516988E+001,-1.4343550E+000, 1.5398310E+001, 0.0000000E+000, 0.0000000E+000, 5.4623184E+001, 5.1932597E+001, 5.2638253E-003, 5.2638253E-003, 1.7031026E+003
 9.7712234E+001, 9.9374469E+001,-3.6633779E+001, 1.5305147E+000,-2.6515776E+001,-1.4346920E+000, 1.5218890E+001, 0.0000000E+000, 0.0000000E+000, 5.3646228E+001, 5.1539627E+001, 5.2638253E-003, 5.2638253E-003, 1.7050175E+003
 9.7802185E+001, 9.9837781E+001,-3.6801674E+001, 1.5309474E+000,-2.6512147E+001,-1.4350546E+000, 1.5334235E+001, 0.0000000E+000, 0.0000000E+000, 5.4106058E+001, 5.1954088E+001, 5.2638253E-003, 5.2638253E-003, 1.7063039E+003
 9.7937119E+001, 9.9914413E+001,-3.6865462E+001, 1.5312982E+000,-2.6505427E+001,-1.4353014E+000, 1.5359036E+001, 0.0000000E+000, 0.0000000E+000, 5.4257970E+001, 5.1998557E+001, 5.2638253E-003, 5.2638253E-003, 1.7082387E+003
 9.8072044E+001, 9.9732277E+001,-3.6800584E+001, 1.5315541E+000,-2.6498666E+001,-1.4354044E+000, 1.5321340E+001, 0.0000000E+000, 0.0000000E+000, 5.4161075E+001, 5.1850517E+001, 5.2638253E-003, 5.2638253E-003, 1.7101696E+003
 9.8161995E+001, 9.9493742E+001,-3.6703550E+001, 1.5315118E+000,-2.6503898E+001,-1.4353343E+000, 1.5265519E+001, 0.0000000E+000, 0.0000000E+000, 5.3942854E+001, 5.1647991E+001, 5.2638253E-003, 5.2638253E-003, 1.7114526E+003
 9.8296928E+001, 9.9304010E+001,-3.6662370E+001, 1.5312272E+000,-2.6529511E+001,-1.4351793E+000, 1.5188810E+001, 0.0000000E+000, 0.0000000E+000, 5.3685019E+001, 5.1396987E+001, 5.2638253E-003, 5.2638253E-003, 1.7133675E+003
 9.8431854E+001, 9.9202848E+001,-3.6597921E+001, 1.5308460E+000,-2.6583278E+001,-1.4349812E+000, 1.5139257E+001, 0.0000000E+000, 0.0000000E+000, 5.3497113E+001, 5.1256771E+001, 5.2638253E-003, 5.2638253E-003, 1.7152749E+003
 9.8521805E+001, 9.9196013E+001,-3.6614443E+001, 1.5306329E+000,-2.6636034E+001,-1.4348464E+000, 1.5110762E+001, 0.0000000E+000, 0.0000000E+000, 5.3426488E+001, 5.1152084E+001, 5.2638253E-003, 5.2638253E-003, 1.7165447E+003
 9.8656731E+001, 9.9215225E+001,-3.6629590E+001, 1.5304191E+000,-2.6686413E+001,-1.4347481E+000, 1.5084650E+001, 0.0000000E+000, 0.0000000E+000, 5.3315722E+001, 5.1079543E+001, 5.2638253E-003, 5.2638253E-003, 1.7184451E+003
 9.8791664E+001, 9.9246024E+001,-3.6664603E+001, 1.5301629E+000,-2.6735578E+001,-1.4346628E+000, 1.5068102E+001, 0.0000000E+000, 0.0000000E+000, 5.3258653E+001, 5.1009446E+001, 5.2638253E-003, 5.2638253E-003, 1.7203431E+003
 9.8881615E+001, 9.9297332E+001,-3.6674488E+001, 1.5299505E+000,-2.6766677E+001,-1.4346253E+000, 1.5077389E+001, 0.0000000E+000, 0.0000000E+000, 5.3263676E+001, 5.1028880E+001, 5.2638253E-003, 5.2638253E-003, 1.7216092E+003
 9.9016541E+001, 9.9359329E+001,-3.6677165E+001, 1.5297990E+000,-2.6795041E+001,-1.4346334E+000, 1.5093031E+001, 0.0000000E+000, 0.0000000E+000, 5.3283573E+001, 5.1075320E+001, 5.2638253E-003, 5.2638253E-003, 1.7235099E+003
 9.9151466E+001, 9.9458340E+001,-3.6737779E+001, 1.5296776E+000,-2.6840416E+001,-1.4347128E+000, 1.5092180E+001, 0.0000000E+000, 0.0000000E+000, 5.3271899E+001, 5.1067291E+001, 5.2638253E-003, 5.2638253E-003, 1.7254108E+003
 9.9241425E+001, 9.9572247E+001,-3.6779755E+001, 1.5296741E+000,-2.6891445E+001,-1.4348315E+000, 1.5102506E+001, 0.0000000E+000, 0.0000000E+000, 5.3300244E+001, 5.1098396E+001, 5.2638253E-003, 5.2638253E-003, 1.7266786E+003
 9.9380844E+001, 9.9997762E+001,-3.6956327E+001, 1.5298468E+000,-2.6945076E+001,-1.4350049E+000, 1.5151108E+001, 0.0000000E+000, 0.0000000E+000, 5.3318236E+001, 5.1342309E+001, 5.2638253E-003, 5.2638253E-003, 1.7286453E+003
 9.9489693E+001, 1.0119794E+002,-3.7413336E+001, 1.5302390E+000,-2.7001990E+001,-1.4353431E+000, 1.5453354E+001, 0.0000000E+000, 0.0000000E+000, 5.4456288E+001, 5.2330862E+001, 5.2638253E-003, 5.2638253E-003, 1.7302134E+003
 9.9652954E+001, 1.0046619E+002,-3.7171213E+001, 1.5310059E+000,-2.7044455E+001,-1.4355722E+000, 1.5307685E+001, 0.0000000E+000, 0.0000000E+000, 5.4125843E+001, 5.1653644E+001, 5.2638253E-003, 5.2638253E-003, 1.7325521E+003
 9.9761795E+001, 9.9977075E+001,-3.7026115E+001, 1.5313856E+000,-2.7069528E+001,-1.4357130E+000, 1.5152677E+001, 0.0000000E+000, 0.0000000E+000, 5.3533537E+001, 5.1129781E+001, 5.2638253E-003, 5.2638253E-003, 1.7340944E+003
 9.9870636E+001, 9.9643817E+001,-3.6906987E+001, 1.5315071E+000,-2.7082980E+001,-1.4357450E+000, 1.5059438E+001, 0.0000000E+000, 0.0000000E+000, 5.3177108E+001, 5.0809050E+001, 5.2638253E-003, 5.2638253E-003, 1.7356268E+003
 9.9979477E+001, 9.9298045E+001,-3.6790613E+001, 1.5324977E+000,-2.7080268E+001,-1.4357288E+000, 1.4965196E+001, 0.0000000E+000, 0.0000000E+000, 5.2863443E+001, 5.0489129E+001, 5.2638253E-003, 5.2638253E-003, 1.7371497E+003
 1.0012090E+002, 9.7846835E+001,-3.6298278E+001, 1.5324787E+000,-2.7067713E+001,-1.4355382E+000, 1.4614902E+001, 0.0000000E+000, 0.0000000E+000, 5.1708136E+001, 4.9192686E+001, 5.2638253E-003, 5.2638253E-003, 1.7390862E+003
 1.0021517E+002, 9.8075151E+001,-3.6394818E+001, 1.5321618E+000,-2.7063896E+001,-1.4353825E+000, 1.4602282E+001, 0.0000000E+000, 0.0000000E+000, 5.1447316E+001, 4.9315498E+001, 5.2638253E-003, 5.2638253E-003, 1.7403709E+003
 1.0035658E+002, 9.8157734E+001,-3.6431962E+001, 1.5320380E+000,-2.7072587E+001,-1.4352652E+000, 1.4615787E+001, 0.0000000E+000, 0.0000000E+000, 5.1575196E+001, 4.9365745E+001, 5.2638253E-003, 5.2638253E-003, 1.7423003E+003
 1.0045086E+002, 9.8234523E+001,-3.6470290E+001, 1.5320757E+000,-2.7086593E+001,-1.4351861E+000, 1.4624908E+001, 0.0000000E+000, 0.0000000E+000, 5.1636446E+001, 4.9399438E+001, 5.2638253E-003, 5.2638253E-003, 1.7435876E+003
 1.0059228E+002, 9.8322670E+001,-3.6508684E+001, 1.5321519E+000,-2.7099669E+001,-1.4351559E+000, 1.4633777E+001, 0.0000000E+000, 0.0000000E+000, 5.1603013E+001, 4.9445090E+001, 5.2638253E-003, 5.2638253E-003, 1.7455190E+003
 1.0068655E+002, 9.8413340E+001,-3.6527690E+001, 1.5321826E+000,-2.7109303E+001,-1.4351678E+000, 1.4654635E+001, 0.0000000E+000, 0.0000000E+000, 5.1685635E+001, 4.9527997E+001, 5.2638253E-003, 5.2638253E-003, 1.7468081E+003
 1.0082796E+002, 9.8466699E+001,-3.6555116E+001, 1.5321675E+000,-2.7116497E+001,-1.4352166E+000, 1.4667251E+001, 0.0000000E+000, 0.0000000E+000, 5.1775615E+001, 4.9559287E+001, 5.2638253E-003, 5.2638253E-003, 1.7487442E+003
 1.0092224E+002, 9.8478812E+001,-3.6558510E+001, 1.5321148E+000,-2.7122220E+001,-1.4352855E+000, 1.4670838E+001, 0.0000000E+000, 0.0000000E+000, 5.1772758E+001, 4.9565749E+001, 5.2638253E-003, 5.2638253E-003, 1.7500355E+003
 1.0106366E+002, 9.8457890E+001,-3.6554102E+001, 1.5320457E+000,-2.7125382E+001,-1.4353670E+000, 1.4663354E+001, 0.0000000E+000, 0.0000000E+000, 5.1731974E+001, 4.9538440E+001, 5.2638253E-003, 5.2638253E-003, 1.7519716E+003
 1.0120507E+002, 9.8397814E+001,-3.6528498E+001, 1.5319654E+000,-2.7125881E+001,-1.4354646E+000, 1.4649769E+001, 0.0000000E+000, 0.0000000E+000, 5.1724116E+001, 4.9489705E+001, 5.2638253E-003, 5.2638253E-003, 1.7539060E+003
 1.0129935E+002, 9.8359646E+001,-3.6529421E+001, 1.5319382E+000,-2.7121400E+001,-1.4355504E+000, 1.4635012E+001, 0.0000000E+000, 0.0000000E+000, 5.1641264E+001, 4.9440225E+001, 5.2638253E-003, 5.2638253E-003, 1.7551943E+003
 1.0144077E+002, 9.8394462E+001,-3.6524410E+001, 1.5319578E+000,-2.7112898E+001,-1.4356543E+000, 1.4646946E+001, 0.0000000E+000, 0.0000000E+000, 5.1678123E+001, 4.9500403E+001, 5.2638253E-003, 5.2638253E-003, 1.7571272E+003
 1.0153504E+002, 9.8474832E+001,-3.6548990E+001, 1.5320422E+000,-2.7102582E+001,-1.4357867E+000, 1.4672658E+001, 0.0000000E+000, 0.0000000E+000, 5.1752602E+001, 4.9592173E+001, 5.2638253E-003, 5.2638253E-003, 1.7584179E+003
 1.0167645E+002, 9.8570039E+001,-3.6582681E+001, 1.5322180E+000,-2.7093830E+001,-1.4359549E+000, 1.4702741E+001, 0.0000000E+000, 0.0000000E+000, 5.1900173E+001, 4.9692532E+001, 5.2638253E-003, 5.2638253E-003, 1.7603582E+003
 1.0177073E+002, 9.8662574E+001,-3.6617881E+001, 1.5324814E+000,-2.7088281E+001,-1.4361574E+000, 1.4727845E+001, 0.0000000E+000, 0.0000000E+000, 5.1961765E+001, 4.9780581E+001, 5.2638253E-003, 5.2638253E-003, 1.7616540E+003
